Cust Key,Cust Name,Cust Address,Cust County,Cust City,Cust State,Cust Zip Code,Cust Region,Cust Since,Cust Type,Cust Gender,Cust Age,Age Group,Civil Status,Loyalty Program
2410,Lara Carter,796 Chandos Vale,Broward,Pompano Beach,Florida,33060,South,2003-09-25,Individual,Female,52,36-55,Widowed,0
2411,Maxwell Moreno,633 Gatonby Hill,Jefferson,Hoover,Alabama,35226,South,2013-01-05,Individual,Male,21,18-35,Divorced,0
2412,Alan Savage,205 Howard Avenue,Kent,Warwick,Rhode Island,2886,East,2017-07-17,Individual,Male,64,56+,Single,1
2413,Cedrick Terry,381 Eaglet Boulevard,Washtenaw,Ann Arbor,Michigan,48104,Midwest,2022-04-19,Individual,Male,30,18-35,Single,1
2414,Erica Huggins,813 Amwell Street,Los Angeles,Glendale,California,91205,West,2005-09-22,Individual,Female,51,36-55,Widowed,0
2415,Samara Craig,151 Kingly Road,San Bernardino,Chino Hills,California,91709,West,2012-09-16,Individual,Female,22,18-35,Married,1
2416,Allison Swan,201 Chancellor Avenue,Harris,Pasadena,Texas,77501,Southwest,2008-12-04,Individual,Female,56,56+,Married,1
2417,Evie Appleton,233 Hamilton Boulevard,Palm Beach,Delray Beach,Florida,33444,South,2010-09-22,Individual,Female,63,56+,Single,1
2418,Ronald White,611 Edwin Grove,Hillsborough,Manchester,New Hampshire,3103,East,2004-12-02,Individual,Male,62,56+,Divorced,1
2419,Domenic Reese,907 Underwood Walk,Spokane,Spokane Valley,Washington,99206,West,2017-10-28,Individual,Male,34,18-35,Single,1
2420,Rick Fields,389 Thorndike Road,Bristol,Fall River,Massachusetts,2720,East,2018-01-14,Individual,Male,50,36-55,Married,0
2421,Erick Lakey,761 Bicknell Street,Los Angeles,Compton,California,90220,West,2008-04-30,Individual,Male,53,36-55,Divorced,0
2422,Hope Jenkin,110 Adderley Hill,King,Seattle,Washington,98108,West,2011-09-07,Individual,Female,32,18-35,Divorced,0
2423,Candace Bailey,130 Geary Hill,Alameda,Oakland,California,94612,West,2013-02-10,Individual,Female,26,18-35,Single,0
2424,Keira Brett,924 Chesterfield Tunnel,Fresno,Clovis,California,93611,West,2019-12-20,Individual,Female,58,56+,Married,1
2425,Sloane Stubbs,59 Apostle Crossroad,Cabarrus,Concord,North Carolina,28025,South,2013-08-01,Individual,Female,21,18-35,Widowed,1
2426,Johnathan Parsons,683 Belmont Park Crossroad,Essex,East Orange,New Jersey,7017,East,2022-05-06,Individual,Male,53,36-55,Divorced,1
2427,Mina Wilton,673 Central Walk,Macon,Decatur,Illinois,62521,Midwest,2010-10-13,Individual,Female,39,36-55,Widowed,1
2428,Owen Utterson,357 Cleveland Tunnel,Craighead,Jonesboro,Arkansas,72401,South,2008-10-25,Individual,Male,51,36-55,Divorced,0
2429,Willow Yates,103 Blackall Crossroad,Baltimore city,Baltimore,Maryland,21202,East,2016-09-06,Individual,Female,82,56+,Widowed,0
2430,Luke Faulkner,571 Thrale Road,Alameda,Berkeley,California,94704,West,2010-07-09,Individual,Male,44,36-55,Widowed,0
2431,John Darcy,116 Tilson Grove,Hillsborough,Manchester,New Hampshire,3103,East,2015-02-16,Individual,Male,41,36-55,Single,1
2432,Ilona Dwyer,147 Victoria Rise Tunnel,Lincoln,Sioux Falls,South Dakota,57104,Midwest,2019-04-25,Individual,Female,30,18-35,Single,1
2433,Daniel Dobson,968 Hammersmith Rue,Newaygo,Troy,Michigan,48007,Midwest,2014-11-25,Individual,Male,49,36-55,Divorced,0
2434,Johnathan Dobson,804 Canon Hill,Dallas,Mesquite,Texas,75149,Southwest,2011-01-04,Individual,Male,69,56+,Divorced,0
2435,Clint Whitmore,577 Cave Alley,Los Angeles,Carson,California,90745,West,2011-08-03,Individual,Male,22,18-35,Widowed,1
2436,Destiny Clarkson,39 Rail Tunnel,Dakota,Eagan,Minnesota,55122,Midwest,2010-04-17,Individual,Female,24,18-35,Married,0
2437,Martin Davies,499 Carlton Drive,Dallas,Lewisville,Texas,75029,Southwest,2010-12-12,Individual,Male,28,18-35,Single,0
2438,Iris Boyle,65 Gate Way,Los Angeles,Palmdale,California,93550,West,2018-01-02,Individual,Female,44,36-55,Divorced,0
2439,Rufus London,225 Bigland Boulevard,Gregg,Longview,Texas,75601,Southwest,2018-02-09,Individual,Male,26,18-35,Divorced,0
2440,Erin Emmett,271 Camley Hill,Dallas,Lewisville,Texas,75029,Southwest,2009-01-05,Individual,Female,38,36-55,Divorced,0
2441,Aiden Morris,159 Thurloe Lane,Limestone,Huntsville,Alabama,35813,South,2016-10-01,Individual,Male,55,36-55,Widowed,0
2443,Cedrick Jenkin,794 Vine Avenue,Bernalillo,Rio Rancho,New Mexico,87124,Southwest,2019-01-23,Individual,Male,51,36-55,Widowed,0
2444,Luke Nobbs,810 Thoresby Walk,Camden,Camden,New Jersey,8101,East,2019-06-27,Individual,Male,84,56+,Married,0
2445,Danny Wright,141 Chalcot Street,Delaware,Columbus,Ohio,43216,Midwest,2018-03-12,Individual,Male,48,36-55,Widowed,0
2446,Melania Richards,524 Erindale Lane,Orange,Costa Mesa,California,92628,West,2009-08-27,Individual,Female,23,18-35,Married,0
2447,Leilani Reynolds,551 Besson Pass,Kent,Wyoming,Michigan,49509,Midwest,2021-07-28,Individual,Female,24,18-35,Single,0
2448,Andrea Watt,288 Bishop Avenue,Sacramento,Folsom,California,95630,West,2003-12-11,Individual,Female,33,18-35,Married,0
2449,Mike Savage,764 Chicksand Boulevard,Essex,East Orange,New Jersey,7017,East,2023-03-29,Individual,Male,65,56+,Widowed,1
2450,Nicholas Windsor,142 Pine Boulevard,Maricopa,Phoenix,Arizona,85026,Southwest,2015-12-25,Individual,Male,27,18-35,Divorced,0
2451,Maggie Nelson,841 Bacon Tunnel,Cabarrus,Concord,North Carolina,28025,South,2020-02-16,Individual,Female,59,56+,Divorced,1
2452,Mabel Vallory,836 Cavell Tunnel,Dallas,Lewisville,Texas,75029,Southwest,2005-06-19,Individual,Female,49,36-55,Divorced,0
2453,Mark Slater,351 Battis Crossroad,Madison,Jackson,Tennessee,38301,South,2012-05-11,Individual,Male,48,36-55,Married,1
2454,Diane Murray,634 Viscount Pass,Baltimore city,Baltimore,Maryland,21202,East,2007-06-18,Individual,Female,32,18-35,Single,1
2455,Brad Owen,500 Jackson Route,Alameda,Berkeley,California,94704,West,2010-03-17,Individual,Male,36,36-55,Married,1
2456,Alexander Savage,749 Birkbeck Grove,Lucas,Toledo,Ohio,43601,Midwest,2020-07-17,Individual,Male,34,18-35,Divorced,0
2457,Carl Neal,474 Cavaye Lane,Harris,Houston,Texas,77201,Southwest,2018-10-08,Individual,Male,67,56+,Single,0
2458,Crystal Holmes,793 Hickory Lane Walk,Dallas,Dallas,Texas,75260,Southwest,2008-12-26,Individual,Female,57,56+,Divorced,1
2459,Rylee Vinton,573 Cavendish Street,Santa Barbara,Santa Maria,California,93454,West,2009-02-05,Individual,Female,35,18-35,Single,0
2460,Tess Roberts,481 College Boulevard,Dallas,Mesquite,Texas,75149,Southwest,2021-08-03,Individual,Female,31,18-35,Married,0
2461,Doug Chapman,267 Coalecroft Way,Lehigh,Allentown,Pennsylvania,18101,East,2003-07-31,Individual,Male,55,36-55,Single,0
2462,Angelina King,745 Edwin Vale,Fresno,Clovis,California,93611,West,2005-02-04,Individual,Female,43,36-55,Married,1
2463,Charlotte Hancock,215 Carolina Pass,Lynchburg City,Lynchburg,Virginia,24501,East,2020-03-18,Individual,Female,21,18-35,Single,0
2464,George Addley,254 Central Vale,Dallas,Mesquite,Texas,75149,Southwest,2011-10-18,Individual,Male,85,56+,Single,0
2465,Rose Wilton,555 Ampton Drive,Douglas,Omaha,Nebraska,68108,Midwest,2018-03-05,Individual,Female,23,18-35,Single,1
2467,Abdul Cooper,576 Endsleigh Crossroad,Jefferson,Hoover,Alabama,35226,South,2011-06-02,Individual,Male,28,18-35,Single,1
2469,Chris Harvey,16 Boadicea Road,Dallas,Mesquite,Texas,75149,Southwest,2016-10-21,Individual,Male,26,18-35,Widowed,0
2470,Cecilia Kelly,816 Linden Street,Westchester,Yonkers,New York,10701,East,2012-03-22,Individual,Female,37,36-55,Married,1
2471,Rocco Hunt,272 Elizabeth Tunnel,Mecklenburg,Charlotte,North Carolina,28228,South,2018-06-01,Individual,Male,67,56+,Single,0
2472,Elly Taylor,811 Gate Rue,Bernalillo,Rio Rancho,New Mexico,87124,Southwest,2007-09-20,Individual,Female,35,18-35,Widowed,1
2473,Ron Harris,832 Longleigh Walk,Macon,Decatur,Illinois,62521,Midwest,2018-06-01,Individual,Male,51,36-55,Single,1
2474,Eduardo Jefferson,272 Bagford Drive,Hamilton,Cincinnati,Ohio,45225,Midwest,2008-08-15,Individual,Male,53,36-55,Divorced,0
2475,Denny Ellwood,537 Cadogan Pass,Arapahoe,Centennial,Colorado,80122,Southwest,2022-12-24,Individual,Male,21,18-35,Widowed,0
2477,Rocco Asher,911 Camdale Street,Broward,Pompano Beach,Florida,33060,South,2006-06-23,Individual,Male,61,56+,Married,1
2478,Wade Morrow,520 Marischal Drive,Hamilton,Cincinnati,Ohio,45225,Midwest,2019-09-23,Individual,Male,45,36-55,Divorced,1
2479,Iris Paterson,146 Geffrye Road,Knox,Knoxville,Tennessee,37950,South,2006-04-22,Individual,Female,31,18-35,Single,1
2481,Bristol Moreno,885 Cam Street,Pima,Tucson,Arizona,85726,Southwest,2004-03-20,Individual,Female,81,56+,Divorced,1
2482,Eduardo Cork,207 Commercial Route,Hennepin,Plymouth,Minnesota,55447,Midwest,2017-08-29,Individual,Male,48,36-55,Married,1
2483,Chester Hogg,675 West Road,Hidalgo,Mission,Texas,78572,Southwest,2010-03-05,Individual,Male,25,18-35,Divorced,0
2484,Rachael Whinter,192 Rosewood Grove,St. Louis,St. Louis,Missouri,63155,Midwest,2014-06-02,Individual,Female,26,18-35,Married,0
2485,Mason Fields,644 Cingworth Tunnel,Essex,Lynn,Massachusetts,1901,East,2008-11-25,Individual,Male,63,56+,Married,0
2487,Priscilla Woodcock,339 Bedford Lane,Yakima,Yakima,Washington,98901,West,2013-06-01,Individual,Female,42,36-55,Married,0
2488,Liam Whitehouse,855 Balfe Drive,Buncombe,Asheville,North Carolina,28801,South,2010-02-01,Individual,Male,86,56+,Divorced,0
2489,Samantha Downing,852 Commercial Rue,Maricopa,Tempe,Arizona,85282,Southwest,2007-12-16,Individual,Female,59,56+,Single,0
2490,Carmen Gunn,112 Railroad Hill,Contra Costa,Mountain View,California,94035,West,2019-09-18,Individual,Female,41,36-55,Widowed,0
2491,Danny Allington,939 Anns Lane,Buchanan,St. Joseph,Missouri,64501,Midwest,2003-04-19,Individual,Male,46,36-55,Divorced,1
2492,Emery Everett,824 Bayberry Crossroad,Maricopa,Tempe,Arizona,85282,Southwest,2009-12-09,Individual,Female,87,56+,Married,0
2493,Liam Attwood,941 Geffrye Walk,Collin,Garland,Texas,75040,Southwest,2022-05-16,Individual,Male,27,18-35,Married,1
2494,Mike Penn,719 Aberavon Lane,Knox,Knoxville,Tennessee,37950,South,2014-01-16,Individual,Male,41,36-55,Widowed,1
2495,Sara Bayliss,36 Charnwood Street,Los Angeles,Carson,California,90745,West,2021-12-03,Individual,Female,56,56+,Married,1
2496,Francesca Herbert,920 Sheringham Lane,Riverside,Menifee,California,92584,West,2019-11-29,Individual,Female,40,36-55,Married,0
2497,Sofia Douglas,488 Woodland Road,Hinds,Jackson,Mississippi,39205,South,2010-01-28,Individual,Female,40,36-55,Married,0
2499,Adelaide Harris,492 Callcott Street,Los Angeles,South Gate,California,90280,West,2023-02-05,Individual,Female,33,18-35,Single,1
2500,Caleb Middleton,617 Fawn Walk,Broward,Hollywood,Florida,33022,South,2013-01-05,Individual,Male,46,36-55,Widowed,1
2501,Marvin Clark,631 Thomas Doyle Road,Alameda,Oakland,California,94612,West,2015-01-29,Individual,Male,29,18-35,Divorced,1
2502,Rowan Gonzales,216 Eldon Street,Peoria,Peoria,Illinois,61601,Midwest,2016-03-21,Individual,Female,41,36-55,Married,0
2503,Adeline Vane,254 Bishop Rue,Maricopa,Phoenix,Arizona,85026,Southwest,2009-10-31,Individual,Female,52,36-55,Single,1
2504,Kendra Hobbs,835 Longman Grove,Cameron,Harlingen,Texas,78550,Southwest,2011-07-13,Individual,Female,56,56+,Single,0
2505,Benny Rivers,974 Central Crossroad,Bossier Parish,Shreveport,Louisiana,71102,South,2023-04-01,Individual,Male,61,56+,Divorced,1
2506,Florence Chapman,862 Camley Rue,Pueblo,Pueblo,Colorado,81003,Southwest,2003-10-08,Individual,Female,48,36-55,Divorced,0
2507,Alan White,344 King Tunnel,Dallas,Mesquite,Texas,75149,Southwest,2015-12-09,Individual,Male,28,18-35,Widowed,0
2508,Rick Simpson,751 Eaglet Route,Brevard,Palm Bay,Florida,32905,South,2019-04-28,Individual,Male,55,36-55,Widowed,1
2509,Chadwick Quinton,844 Ampton Walk,Los Angeles,Carson,California,90745,West,2020-03-18,Individual,Male,40,36-55,Divorced,1
2510,Johnathan Reyes,896 Bury Tunnel,Contra Costa,Antioch,California,94509,West,2016-03-03,Individual,Male,41,36-55,Divorced,0
2511,Roger Rose,508 Chambers Route,Lehigh,Bethlehem,Pennsylvania,18015,East,2010-02-04,Individual,Male,71,56+,Divorced,1
2512,Maddison Campbell,225 Chamberlain Avenue,Cuyahoga,Parma,Ohio,44129,Midwest,2019-05-21,Individual,Female,27,18-35,Divorced,0
2513,Maya Turner,313 Abbots Street,Oklahoma,Oklahoma City,Oklahoma,73125,Southwest,2013-03-29,Individual,Female,42,36-55,Single,1
2514,Naomi Maxwell,285 Eldon Road,Douglas,Omaha,Nebraska,68108,Midwest,2009-03-03,Individual,Female,44,36-55,Single,1
2515,Alessia Gray,792 Cedarne Grove,Oakland,Southfield,Michigan,48034,Midwest,2014-08-08,Individual,Female,45,36-55,Married,0
2516,Paula Atkinson,133 Lake Tunnel,Osage,Tulsa,Oklahoma,74107,Southwest,2008-04-19,Individual,Female,27,18-35,Divorced,1
2517,Adalie Rixon,965 Underwood Way,Jefferson,Beaumont,Texas,77707,Southwest,2018-02-16,Individual,Female,84,56+,Divorced,0
2518,Sebastian Kent,195 Jackson Hill,Maricopa,Tempe,Arizona,85282,Southwest,2022-07-14,Individual,Male,31,18-35,Widowed,0
2519,Chuck Janes,358 Meadow Street,Hinds,Jackson,Mississippi,39205,South,2013-02-26,Individual,Male,55,36-55,Widowed,0
2520,Julian Pierce,422 Heritage Grove,Osage,Tulsa,Oklahoma,74107,Southwest,2013-08-11,Individual,Male,39,36-55,Married,0
2521,Ramon Hamilton,720 York Street,Cameron,Harlingen,Texas,78550,Southwest,2007-11-22,Individual,Male,29,18-35,Widowed,1
2522,Leroy Carter,367 Western Boulevard,Hennepin,Minneapolis,Minnesota,55401,Midwest,2004-03-17,Individual,Male,49,36-55,Divorced,1
2524,Daron Raven,627 Maple Walk,Maricopa,Scottsdale,Arizona,85251,Southwest,2014-09-06,Individual,Male,32,18-35,Widowed,0
2525,Molly Phillips,478 Dunstable Hill,Cuyahoga,Parma,Ohio,44129,Midwest,2005-04-22,Individual,Female,27,18-35,Married,1
2526,Allison Hope,841 Andrews Avenue,Maricopa,Tempe,Arizona,85282,Southwest,2006-05-05,Individual,Female,88,56+,Widowed,0
2527,Alan Emerson,429 Fairholt Drive,Alameda,Fremont,California,94537,West,2005-04-01,Individual,Male,47,36-55,Single,1
2528,Adalind Steer,817 Woodland Route,Knox,Knoxville,Tennessee,37950,South,2004-09-29,Individual,Female,46,36-55,Divorced,1
2529,Andie Strong,428 Coalecroft Alley,Kent,Grand Rapids,Michigan,49501,Midwest,2021-09-17,Individual,Female,49,36-55,Married,1
2530,Eve Isaac,957 West Lane,Orange,Fullerton,California,92834,West,2015-09-13,Individual,Female,38,36-55,Single,1
2531,Nick Jobson,141 Berriman Street,Alameda,Hayward,California,94544,West,2019-07-01,Individual,Male,56,56+,Single,0
2532,Jacqueline Parker,341 Cephas Street,Mecklenburg,Charlotte,North Carolina,28228,South,2019-07-31,Individual,Female,40,36-55,Married,1
2533,Alexa Allington,573 Yorkshire Rue,Jefferson,Louisville,Kentucky,40231,South,2022-07-18,Individual,Female,46,36-55,Divorced,1
2534,Mina Allington,866 Anns Grove,Harris,Pasadena,Texas,77501,Southwest,2017-08-07,Individual,Female,39,36-55,Divorced,1
2535,Charlize Stewart,493 Sherlock Avenue,Dallas,Lewisville,Texas,75029,Southwest,2020-05-09,Individual,Female,26,18-35,Married,1
2536,Carissa Maxwell,602 Elizabeth Rue,Weld,Greeley,Colorado,80631,Southwest,2003-11-12,Individual,Female,51,36-55,Widowed,0
2537,Nicholas Hooper,764 Gathorne Alley,Orange,Huntington Beach,California,92647,West,2003-06-30,Individual,Male,88,56+,Divorced,1
2539,Noah Thompson,640 Bicknell Tunnel,Tom Green,San Angelo,Texas,76901,Southwest,2006-06-23,Individual,Male,40,36-55,Single,1
2540,Jane Windsor,253 Longleigh Crossroad,Douglas,Omaha,Nebraska,68108,Midwest,2022-05-07,Individual,Female,31,18-35,Divorced,0
2541,Denny Lakey,926 Gavel Drive,DuPage,Aurora,Illinois,60505,Midwest,2016-03-07,Individual,Male,85,56+,Married,0
2542,Alan Lindop,858 Cato Alley,San Francisco,San Francisco,California,94188,West,2022-11-11,Individual,Male,30,18-35,Single,1
2543,Noah Lomax,755 Battersea Hill,Maricopa,Tempe,Arizona,85282,Southwest,2023-03-16,Individual,Male,73,56+,Widowed,0
2544,Sasha Cobb,107 Andrews Drive,Hillsborough,Manchester,New Hampshire,3103,East,2008-12-18,Individual,Female,37,36-55,Married,1
2545,Holly Stubbs,473 Central Avenue,Hidalgo,Edinburg,Texas,78539,Southwest,2008-05-15,Individual,Female,40,36-55,Married,0
2546,Jocelyn Townend,18 Marischal Road,Douglas,Omaha,Nebraska,68108,Midwest,2007-04-07,Individual,Female,21,18-35,Married,0
2547,Roger Lee,528 Byland Walk,Polk,Lakeland,Florida,33801,South,2009-12-20,Individual,Male,35,18-35,Divorced,0
2548,Audrey Clarke,883 East Avenue,Passaic,Paterson,New Jersey,7510,East,2018-12-05,Individual,Female,38,36-55,Single,0
2549,Caydence Russell,609 Linda Lane Walk,Orange,Huntington Beach,California,92647,West,2021-02-13,Individual,Female,34,18-35,Widowed,1
2550,Jack Talbot,954 Ampton Route,Gregg,Longview,Texas,75601,Southwest,2020-11-05,Individual,Male,52,36-55,Widowed,1
2551,Josh Townend,551 English Pass,Alameda,Fremont,California,94537,West,2022-04-21,Individual,Male,30,18-35,Single,1
2552,Winnie Wooldridge,501 Waite Hill,Hillsborough,Manchester,New Hampshire,3103,East,2012-04-19,Individual,Female,48,36-55,Divorced,0
2553,Rachael Walsh,820 Canon Way,Orange,Costa Mesa,California,92628,West,2007-05-28,Individual,Female,78,56+,Single,0
2554,William Aldridge,281 Camberwell Route,Broward,Miramar,Florida,33023,South,2014-08-29,Individual,Male,78,56+,Widowed,0
2555,Eduardo Ashley,262 Walnut Hill,King,Kirkland,Washington,98033,West,2007-09-22,Individual,Male,26,18-35,Single,0
2556,Ethan Exton,912 Ashley Boulevard,Cook,Arlington Heights,Illinois,60004,Midwest,2016-07-05,Individual,Male,45,36-55,Widowed,1
2557,Carla Isaac,6 Chartham Alley,Harris,Pasadena,Texas,77501,Southwest,2011-08-15,Individual,Female,45,36-55,Widowed,1
2558,Kurt Burge,143 Apollo Vale,Jefferson,Beaumont,Texas,77707,Southwest,2014-02-03,Individual,Male,87,56+,Married,0
2559,Cassandra Vinton,528 Calshot Tunnel,Santa Fe,Santa Fe,New Mexico,87500,Southwest,2014-12-26,Individual,Female,21,18-35,Married,1
2560,George Weston,787 Rosewood Tunnel,Limestone,Huntsville,Alabama,35813,South,2009-01-11,Individual,Male,27,18-35,Single,1
2561,Gemma Redwood,590 Bales Lane,Los Angeles,Bellflower,California,90706,West,2008-11-25,Individual,Female,36,36-55,Single,0
2562,Carmen Saunders,345 East Tunnel,Brevard,Palm Bay,Florida,32905,South,2005-10-31,Individual,Female,60,56+,Married,1
2563,Wade Walsh,738 Thorndike Vale,Hamilton,Cincinnati,Ohio,45225,Midwest,2017-09-07,Individual,Male,73,56+,Divorced,0
2565,Johnathan Vaughn,346 Apsley Street,St. Charles,O'Fallon,Missouri,63366,Midwest,2014-04-23,Individual,Male,28,18-35,Divorced,1
2567,Johnathan Fields,639 Chambers Street,San Bernardino,Chino Hills,California,91709,West,2004-11-26,Individual,Male,42,36-55,Widowed,0
2568,Caitlyn Mason,740 Aylward Road,San Joaquin,Stockton,California,95208,West,2022-12-12,Individual,Female,21,18-35,Widowed,1
2569,Mayleen Allwood,270 English Grove,Contra Costa,Antioch,California,94509,West,2003-12-11,Individual,Female,43,36-55,Married,1
2570,Bob Heaton,904 Bishop Drive,Collin,Garland,Texas,75040,Southwest,2021-04-08,Individual,Male,47,36-55,Single,1
2571,Ivy Russell,570 Queen Tunnel,Muscogee,Columbus,Georgia,31908,South,2016-03-21,Individual,Female,57,56+,Divorced,1
2572,Roger Hill,773 Camberwell Hill,Los Angeles,Pasadena,California,91103,West,2011-12-15,Individual,Male,56,56+,Married,0
2573,Juliet Trent,376 Garfield Way,Douglas,Lawrence,Kansas,66044,Midwest,2011-04-09,Individual,Female,44,36-55,Single,1
2575,Catherine Bradley,93 Coley Pass,Travis,Austin,Texas,78710,Southwest,2005-09-22,Individual,Female,31,18-35,Married,0
2576,Carl Janes,852 Bethwin Vale,Gaston,Gastonia,North Carolina,28052,South,2015-04-18,Individual,Male,26,18-35,Widowed,1
2578,Regina Phillips,951 Walnut Avenue,Weld,Greeley,Colorado,80631,Southwest,2011-10-06,Individual,Female,47,36-55,Divorced,1
2579,Fred Allen,845 Ellerslie Hill,King,Seattle,Washington,98108,West,2019-12-20,Individual,Male,65,56+,Married,1
2580,Harvey Robertson,54 Black Swan Rue,Riverside,Menifee,California,92584,West,2014-06-30,Individual,Male,55,36-55,Divorced,0
2581,Johnny Larsen,668 Udall Avenue,Yakima,Yakima,Washington,98901,West,2016-12-28,Individual,Male,24,18-35,Single,0
2582,Jocelyn Franks,479 Timothy Grove,Montgomery,Montgomery,Alabama,36119,South,2005-09-22,Individual,Female,44,36-55,Widowed,1
2583,Piper Hamilton,817 Birkbeck Vale,Los Angeles,Downey,California,90241,West,2016-09-03,Individual,Female,30,18-35,Married,0
2584,Denis Carpenter,171 Canning Road,Los Angeles,West Covina,California,91793,West,2013-06-24,Individual,Male,38,36-55,Divorced,1
2585,Angela Holt,949 Bempton Hill,Wayne,Detroit,Michigan,48233,Midwest,2006-02-23,Individual,Female,42,36-55,Divorced,0
2586,Chris Robertson,65 Besson Tunnel,Maricopa,Phoenix,Arizona,85026,Southwest,2016-09-06,Individual,Male,24,18-35,Single,0
2587,Tony Poulton,845 Carlisle Route,Newaygo,Troy,Michigan,48007,Midwest,2009-09-06,Individual,Male,43,36-55,Married,0
2588,Henry Brooks,319 Fair Tunnel,Wayne,Detroit,Michigan,48233,Midwest,2019-03-26,Individual,Male,31,18-35,Single,1
2589,Leilani Atkinson,501 Bagford Avenue,Hennepin,Minneapolis,Minnesota,55401,Midwest,2013-06-29,Individual,Female,42,36-55,Single,0
2590,Alba Ralph,869 Chantry Hill,Contra Costa,Antioch,California,94509,West,2017-05-28,Individual,Female,64,56+,Single,0
2591,Angelica Waterhouse,904 Billing Pass,Pueblo,Pueblo,Colorado,81003,Southwest,2023-02-20,Individual,Female,28,18-35,Single,1
2592,Eduardo Gavin,688 Bedford Boulevard,Orange,Lake Forest,California,92630,West,2013-06-11,Individual,Male,24,18-35,Single,1
2593,Miley Gordon,246 East Way,Jefferson,Beaumont,Texas,77707,Southwest,2017-11-13,Individual,Female,43,36-55,Widowed,1
2594,Felicity Ross,286 Bethwin Hill,Polk,Lakeland,Florida,33801,South,2008-12-11,Individual,Female,32,18-35,Married,1
2595,Payton Allcott,487 Chart Drive,Baltimore city,Baltimore,Maryland,21202,East,2021-09-30,Individual,Female,25,18-35,Widowed,1
2596,Jasmine Villiger,770 Hickory Lane Grove,Hennepin,Minneapolis,Minnesota,55401,Midwest,2011-11-18,Individual,Female,32,18-35,Married,0
2597,Josephine Janes,296 Byland Walk,Maricopa,Phoenix,Arizona,85026,Southwest,2003-05-15,Individual,Female,46,36-55,Single,1
2598,Carmella Uttridge,3 Kimberley Way,Cameron,Harlingen,Texas,78550,Southwest,2016-01-26,Individual,Female,37,36-55,Divorced,0
2599,Danny Sherwood,648 Dunstable Way,Orange,Fullerton,California,92834,West,2004-10-07,Individual,Male,25,18-35,Widowed,0
2600,Daniel Ianson,388 Gate Street,Contra Costa,Pittsburg,California,94565,West,2022-09-13,Individual,Male,23,18-35,Widowed,0
2601,David Higgs,278 Bede Avenue,Contra Costa,Antioch,California,94509,West,2013-08-29,Individual,Male,50,36-55,Married,0
2602,Remy Hunter,67 Battis Drive,Pitt,Greenville,North Carolina,27833,South,2014-03-05,Individual,Female,84,56+,Widowed,1
2603,Judith Burnley,823 Bel Avenue,Riverside,Corona,California,91718,West,2011-02-05,Individual,Female,38,36-55,Divorced,0
2604,Ivy Cadman,214 Apollo Vale,Orange,Huntington Beach,California,92647,West,2022-01-08,Individual,Female,67,56+,Divorced,0
2605,Tony Nicolas,303 Canning Lane,Broward,Deerfield Beach,Florida,33441,South,2017-05-28,Individual,Male,73,56+,Widowed,1
2606,Agnes Stewart,148 Camley Pass,San Joaquin,Stockton,California,95208,West,2011-03-25,Individual,Female,47,36-55,Divorced,1
2608,Adeline Addis,996 Kilner Hill,Hidalgo,Edinburg,Texas,78539,Southwest,2015-10-24,Individual,Female,31,18-35,Single,0
2609,Thea Donnelly,187 Glenwood Alley,Orange,Lake Forest,California,92630,West,2016-12-14,Individual,Female,33,18-35,Divorced,0
2610,Bob Ellis,792 Lexington Pass,Union,Elizabeth,New Jersey,7208,East,2015-10-05,Individual,Male,36,36-55,Widowed,1
2611,Bethany Lee,767 Balfour Rue,Benton,Kennewick,Washington,99336,West,2014-12-26,Individual,Female,30,18-35,Widowed,0
2612,Kenzie Gibbons,293 Magnolia Way,Maricopa,Scottsdale,Arizona,85251,Southwest,2006-12-19,Individual,Female,40,36-55,Single,0
2613,Elijah Savage,123 Virgil Boulevard,Los Angeles,Palmdale,California,93550,West,2022-08-05,Individual,Male,21,18-35,Widowed,1
2614,Maia Newton,273 Shepherds Drive,Orange,Orlando,Florida,32802,South,2009-12-24,Individual,Female,46,36-55,Single,1
2615,Mason Lewis,255 Bush Walk,Alameda,Hayward,California,94544,West,2010-11-17,Individual,Male,47,36-55,Divorced,1
2616,Liliana Veale,862 Falconberg Street,Delaware,Columbus,Ohio,43216,Midwest,2003-04-16,Individual,Female,33,18-35,Divorced,1
2617,Evelynn Torres,57 Fieldstone Lane,Essex,Lynn,Massachusetts,1901,East,2017-09-07,Individual,Female,23,18-35,Widowed,0
2618,Maggie Parr,784 Archery Rue,Hidalgo,Edinburg,Texas,78539,Southwest,2005-04-11,Individual,Female,33,18-35,Divorced,1
2619,Kieth Hill,6 Cliffords Avenue,San Francisco,San Francisco,California,94188,West,2007-12-03,Individual,Male,57,56+,Single,1
2620,Benny Uttridge,956 Bennett Road,Dallas,Lewisville,Texas,75029,Southwest,2018-11-12,Individual,Male,65,56+,Widowed,0
2621,Zoe Wilson,198 Pine Tunnel,DuPage,Aurora,Illinois,60505,Midwest,2005-03-15,Individual,Female,55,36-55,Single,0
2622,Ronald Willis,232 Cavell Street,Clark,Las Vegas,Nevada,89199,West,2007-03-03,Individual,Male,37,36-55,Single,0
2623,Regina Clarke,965 Enderby Grove,Fresno,Clovis,California,93611,West,2017-03-23,Individual,Female,53,36-55,Widowed,1
